                               No. of Molecules =    12800
                      No. of Atoms per Molecule =        1
                                      Time Step =          1.0000
                                No. of MD Steps =      600
                            Desired Temperature =         85.0000
                                     Box Length =         84.8420
                          LJ Params: eps, sigma =          0.2381         3.4050
                                         Cutoff =         10.0000
                                           Mass =         39.9480

Temperature is set to       85.000
Step           PE              KE              TE
       340        -17587.82806        7866.58751       -9721.24056
       341        -17587.82806        7893.70982       -9694.11825
       342        -17587.82806        7920.91144       -9666.91662
       343        -17587.82806        7948.19238       -9639.63568
       344        -17587.82806        7975.55264       -9612.27542
       345        -17587.82806        8002.99221       -9584.83585
       346        -17587.82806        8030.51109       -9557.31697
       347        -17587.82806        8058.10929       -9529.71877
       348        -17587.82806        8085.78681       -9502.04125
       349        -17587.82806        8113.54364       -9474.28442
       350        -17587.82806        8141.37978       -9446.44828
       351        -17587.82806        8169.29524       -9418.53282
       352        -17587.82806        8197.29002       -9390.53805
       353        -17587.82806        8225.36411       -9362.46396
       354        -17587.82806        8253.51751       -9334.31055
       355        -17587.82806        8281.75023       -9306.07783
       356        -17587.82806        8310.06226       -9277.76580
       357        -17587.82806        8338.45361       -9249.37445
       358        -17587.82806        8366.92428       -9220.90379
       359        -17587.82806        8395.47426       -9192.35381
       360        -17587.82806        8424.10355       -9163.72451
       361        -17587.82806        8452.81216       -9135.01591
       362        -17587.82806        8481.60008       -9106.22798
       363        -17587.82806        8510.46732       -9077.36074
       364        -17587.82806        8539.41387       -9048.41419
       365        -17587.82806        8568.43974       -9019.38832
       366        -17587.82806        8597.54492       -8990.28314
       367        -17587.82806        8626.72942       -8961.09864
       368        -17587.82806        8655.99323       -8931.83483
       369        -17587.82806        8685.33636       -8902.49170
       370        -17587.82806        8714.75880       -8873.06926
       371        -17587.82806        8744.26056       -8843.56751
       372        -17587.82806        8773.84163       -8813.98643
       373        -17587.82806        8803.50202       -8784.32605
       374        -17587.82806        8833.24172       -8754.58635
       375        -17587.82806        8863.06074       -8724.76733
       376        -17587.82806        8892.95907       -8694.86900
       377        -17587.82806        8922.93671       -8664.89135
       378        -17587.82806        8952.99367       -8634.83439
       379        -17587.82806        8983.12995       -8604.69811
       380        -17587.82806        9013.34554       -8574.48252
       381        -17587.82806        9043.64045       -8544.18762
       382        -17587.82806        9074.01467       -8513.81340
       383        -17587.82806        9104.46820       -8483.35986
       384        -17587.82806        9135.00105       -8452.82701
       385        -17587.82806        9165.61322       -8422.21485
       386        -17587.82806        9196.30470       -8391.52337
       387        -17587.82806        9227.07549       -8360.75257
       388        -17587.82806        9257.92560       -8329.90246
       389        -17587.82806        9288.85503       -8298.97304
       390        -17587.82806        9319.86377       -8267.96430
       391        -17587.82806        9350.95182       -8236.87624
       392        -17587.82806        9382.11919       -8205.70887
       393        -17587.82806        9413.36587       -8174.46219
       394        -17587.82806        9444.69187       -8143.13619
       395        -17587.82806        9476.09719       -8111.73088
       396        -17587.82806        9507.58182       -8080.24625
       397        -17587.82806        9539.14576       -8048.68230
       398        -17587.82806        9570.78902       -8017.03905
       399        -17587.82806        9602.51159       -7985.31647
       400        -17587.82806        9634.31348       -7953.51458
       401        -17587.82806        9666.19468       -7921.63338
       402        -17587.82806        9698.15520       -7889.67286
       403        -17587.82806        9730.19503       -7857.63303
       404        -17587.82806        9762.31418       -7825.51388
       405        -17587.82806        9794.51264       -7793.31542
       406        -17587.82806        9826.79042       -7761.03764
       407        -17587.82806        9859.14751       -7728.68055
       408        -17587.82806        9891.58392       -7696.24414
       409        -17587.82806        9924.09964       -7663.72842
       410        -17587.82806        9956.69468       -7631.13338
       411        -17587.82806        9989.36903       -7598.45903
       412        -17587.82806       10022.12270       -7565.70537
       413        -17587.82806       10054.95568       -7532.87238
       414        -17587.82806       10087.86798       -7499.96009
       415        -17587.82806       10120.85959       -7466.96848
       416        -17587.82806       10153.93051       -7433.89755
       417        -17587.82806       10187.08075       -7400.74731
       418        -17587.82806       10220.31031       -7367.51775
       419        -17587.82806       10253.61918       -7334.20888
       420        -17587.82806       10287.00737       -7300.82070
       421        -17587.82806       10320.47487       -7267.35320
       422        -17587.82806       10354.02168       -7233.80638
       423        -17587.82806       10387.64781       -7200.18025
       424        -17587.82806       10421.35326       -7166.47481
       425        -17587.82806       10455.13802       -7132.69005
       426        -17587.82806       10489.00209       -7098.82597
       427        -17587.82806       10522.94548       -7064.88258
       428        -17587.82806       10556.96819       -7030.85988
       429        -17587.82806       10591.07020       -6996.75786
       430        -17587.82806       10625.25154       -6962.57652
       431        -17587.82806       10659.51219       -6928.31588
       432        -17587.82806       10693.85215       -6893.97591
       433        -17587.82806       10728.27143       -6859.55663
       434        -17587.82806       10762.77002       -6825.05804
       435        -17587.82806       10797.34793       -6790.48013
       436        -17587.82806       10832.00516       -6755.82291
       437        -17587.82806       10866.74170       -6721.08637
       438        -17587.82806       10901.55755       -6686.27052
       439        -17587.82806       10936.45272       -6651.37535
       440        -17587.82806       10971.42720       -6616.40086
       441        -17587.82806       11006.48100       -6581.34707
       442        -17587.82806       11041.61411       -6546.21395
       443        -17587.82806       11076.82654       -6511.00153
       444        -17587.82806       11112.11828       -6475.70978
       445        -17587.82806       11147.48934       -6440.33873
       446        -17587.82806       11182.93971       -6404.88835
       447        -17587.82806       11218.46940       -6369.35867
       448        -17587.82806       11254.07840       -6333.74967
       449        -17587.82806       11289.76672       -6298.06135
       450        -17587.82806       11325.53435       -6262.29372
       451        -17587.82806       11361.38129       -6226.44677
       452        -17587.82806       11397.30755       -6190.52051
       453        -17587.82806       11433.31313       -6154.51493
       454        -17587.82806       11469.39802       -6118.43004
       455        -17587.82806       11505.56223       -6082.26584
       456        -17587.82806       11541.80575       -6046.02231
       457        -17587.82806       11578.12858       -6009.69948
       458        -17587.82806       11614.53074       -5973.29733
       459        -17587.82806       11651.01220       -5936.81586
       460        -17587.82806       11687.57298       -5900.25508
       461        -17587.82806       11724.21308       -5863.61499
       462        -17587.82806       11760.93249       -5826.89558
       463        -17587.82806       11797.73121       -5790.09685
       464        -17587.82806       11834.60925       -5753.21881
       465        -17587.82806       11871.56661       -5716.26146
       466        -17587.82806       11908.60328       -5679.22479
       467        -17587.82806       11945.71926       -5642.10880
       468        -17587.82806       11982.91456       -5604.91350
       469        -17587.82806       12020.18917       -5567.63889
       470        -17587.82806       12057.54310       -5530.28496
       471        -17587.82806       12094.97635       -5492.85172
       472        -17587.82806       12132.48891       -5455.33916
       473        -17587.82806       12170.08078       -5417.74728
       474        -17587.82806       12207.75197       -5380.07610
       475        -17587.82806       12245.50247       -5342.32559
       476        -17587.82806       12283.33229       -5304.49577
       477        -17587.82806       12321.24142       -5266.58664
       478        -17587.82806       12359.22987       -5228.59819
       479        -17587.82806       12397.29763       -5190.53043
       480        -17587.82806       12435.44471       -5152.38335
