                               No. of Molecules =     1600
                      No. of Atoms per Molecule =        1
                                      Time Step =          1.0000
                                No. of MD Steps =      600
                            Desired Temperature =         85.0000
                                     Box Length =         42.3212
                          LJ Params: eps, sigma =          0.2381         3.4050
                                         Cutoff =         10.0000
                                           Mass =         39.9480

Temperature is set to       85.000
Step           PE              KE              TE
       507         -2207.83784        1692.52070        -515.31714
       508         -2207.83784        1697.64384        -510.19401
       509         -2207.83784        1702.77714        -505.06070
       510         -2207.83784        1707.92063        -499.91721
       511         -2207.83784        1713.07428        -494.76356
       512         -2207.83784        1718.23811        -489.59973
       513         -2207.83784        1723.41211        -484.42573
       514         -2207.83784        1728.59628        -479.24156
       515         -2207.83784        1733.79063        -474.04721
       516         -2207.83784        1738.99515        -468.84269
       517         -2207.83784        1744.20984        -463.62800
       518         -2207.83784        1749.43471        -458.40313
       519         -2207.83784        1754.66975        -453.16809
       520         -2207.83784        1759.91496        -447.92288
       521         -2207.83784        1765.17034        -442.66750
       522         -2207.83784        1770.43590        -437.40194
       523         -2207.83784        1775.71163        -432.12621
       524         -2207.83784        1780.99753        -426.84031
       525         -2207.83784        1786.29361        -421.54423
       526         -2207.83784        1791.59986        -416.23798
       527         -2207.83784        1796.91628        -410.92156
       528         -2207.83784        1802.24287        -405.59497
       529         -2207.83784        1807.57964        -400.25820
       530         -2207.83784        1812.92658        -394.91126
       531         -2207.83784        1818.28370        -389.55415
       532         -2207.83784        1823.65098        -384.18686
       533         -2207.83784        1829.02844        -378.80940
       534         -2207.83784        1834.41607        -373.42177
       535         -2207.83784        1839.81388        -368.02396
       536         -2207.83784        1845.22186        -362.61598
       537         -2207.83784        1850.64001        -357.19783
       538         -2207.83784        1856.06833        -351.76951
       539         -2207.83784        1861.50683        -346.33101
       540         -2207.83784        1866.95550        -340.88234
       541         -2207.83784        1872.41434        -335.42350
       542         -2207.83784        1877.88336        -329.95448
       543         -2207.83784        1883.36255        -324.47530
       544         -2207.83784        1888.85191        -318.98593
       545         -2207.83784        1894.35144        -313.48640
       546         -2207.83784        1899.86115        -307.97669
       547         -2207.83784        1905.38103        -302.45681
       548         -2207.83784        1910.91108        -296.92676
       549         -2207.83784        1916.45131        -291.38653
       550         -2207.83784        1922.00171        -285.83613
       551         -2207.83784        1927.56228        -280.27556
       552         -2207.83784        1933.13302        -274.70482
       553         -2207.83784        1938.71394        -269.12390
       554         -2207.83784        1944.30503        -263.53281
       555         -2207.83784        1949.90629        -257.93155
       556         -2207.83784        1955.51773        -252.32011
       557         -2207.83784        1961.13934        -246.69850
       558         -2207.83784        1966.77112        -241.06672
       559         -2207.83784        1972.41308        -235.42476
       560         -2207.83784        1978.06521        -229.77264
       561         -2207.83784        1983.72751        -224.11033
       562         -2207.83784        1989.39998        -218.43786
       563         -2207.83784        1995.08263        -212.75521
       564         -2207.83784        2000.77545        -207.06239
       565         -2207.83784        2006.47844        -201.35940
       566         -2207.83784        2012.19161        -195.64624
       567         -2207.83784        2017.91494        -189.92290
       568         -2207.83784        2023.64846        -184.18939
       569         -2207.83784        2029.39214        -178.44570
       570         -2207.83784        2035.14600        -172.69184
       571         -2207.83784        2040.91003        -166.92781
       572         -2207.83784        2046.68423        -161.15361
       573         -2207.83784        2052.46861        -155.36923
       574         -2207.83784        2058.26316        -149.57468
       575         -2207.83784        2064.06788        -143.76996
       576         -2207.83784        2069.88277        -137.95507
       577         -2207.83784        2075.70784        -132.13000
       578         -2207.83784        2081.54308        -126.29476
       579         -2207.83784        2087.38850        -120.44935
       580         -2207.83784        2093.24408        -114.59376
       581         -2207.83784        2099.10984        -108.72800
       582         -2207.83784        2104.98577        -102.85207
       583         -2207.83784        2110.87188         -96.96596
       584         -2207.83784        2116.76816         -91.06968
       585         -2207.83784        2122.67461         -85.16323
       586         -2207.83784        2128.59123         -79.24661
       587         -2207.83784        2134.51803         -73.31981
       588         -2207.83784        2140.45500         -67.38284
       589         -2207.83784        2146.40214         -61.43570
       590         -2207.83784        2152.35946         -55.47838
       591         -2207.83784        2158.32695         -49.51090
       592         -2207.83784        2164.30461         -43.53323
       593         -2207.83784        2170.29244         -37.54540
       594         -2207.83784        2176.29045         -31.54739
       595         -2207.83784        2182.29863         -25.53921
